요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
이화키즈팜약국,81,약국,110000,서울,110009,마포구,아현동,04129,"서울특별시 마포구 마포대로 195, 4단지상가동 219호 (아현동, 마포래미안푸르지오)",02-312-3125,2014-10-16,126.9529188,37.5529598
이화탑약국,81,약국,310000,경기,310403,성남분당구,야탑동,13497,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 310-1호 (야탑동)",031-622-0303,2019-03-04,127.1282197,37.4105955
이화태평양약국,81,약국,310000,경기,310603,수원팔달구,인계동,16480,"경기도 수원시 팔달구 경수대로 425, 1층 102호 (인계동)",031-221-5077,2019-02-13,127.0251415,37.2642550
이화태평양약국,81,약국,110000,서울,110006,도봉구,창동,01470,"서울특별시 도봉구 덕릉로 239, (창동)",02-991-8447,2013-04-08,127.0382591,37.6392153
이화팜약국,81,약국,310000,경기,311500,남양주시,와부읍,12273,"경기도 남양주시 와부읍 덕소로 180, 214호 (두산위브상가)",031-521-9537,2014-04-02,127.2152727,37.5799356
이화프라자약국,81,약국,110000,서울,110012,성북구,정릉동,02717,"서울특별시 성북구 보국문로 50, 지하1층 B105호 (정릉동, 청수프라자)",02-914-2053,2010-02-22,,
이화햇살약국,81,약국,110000,서울,110003,강서구,마곡동,07803,"서울특별시 강서구 공항대로 261, 발산파크프라자 113호 (마곡동)",02-3665-3335,2022-08-25,126.8365210,37.5591532
이화햇살약국,81,약국,320000,강원,320400,원주시,태장동,26325,"강원특별자치도 원주시 현충로58번길 28, 1층 (태장동)",033-744-7890,2023-03-09,127.9573906,37.3612931
이화힐약국,81,약국,110000,서울,110018,송파구,거여동,05768,"서울특별시 송파구 오금로 543, 1층 (거여동)",070-8806-2998,2022-06-27,127.1490407,37.4930449
익산고려종합약국,81,약국,350000,전북,350300,익산시,어양동,54553,"전북특별자치도 익산시 하나로 438, 1층 (어양동)",063-834-2220,2009-07-01,126.9818975,35.9595063
익산약국,81,약국,350000,전북,350300,익산시,신동,54538,"전북특별자치도 익산시 무왕로 905, (신동)",063-841-8100,2000-07-07,126.9590675,35.9637803
익산은혜약국,81,약국,350000,전북,350300,익산시,마동,54598,"전북특별자치도 익산시 서동로5길 69, (마동)",063-858-9545,2004-06-01,126.9652005,35.9357273
익산종로약국,81,약국,350000,전북,350300,익산시,갈산동,54601,"전북특별자치도 익산시 인북로 93, (갈산동)",063-842-8275,1997-05-06,126.9523388,35.9373894
익산종합약국,81,약국,350000,전북,350300,익산시,오산면,54669,"전북특별자치도 익산시 오산면 외검길 35-39, (오산면)",063-857-6584,2019-12-10,126.9164876,35.9539589
익산초당약국,81,약국,350000,전북,350300,익산시,어양동,54639,"전북특별자치도 익산시 고봉로30길 89, (어양동)",063-831-1351,2001-02-02,126.9799565,35.9557207
익산플러스약국,81,약국,350000,전북,350300,익산시,영등동,54545,"전북특별자치도 익산시 무왕로 1035, (영등동)",063-859-8067,2007-02-06,126.9722973,35.9589235
익산행복약국,81,약국,350000,전북,350300,익산시,신동,54543,"전북특별자치도 익산시 무왕로 971, (신동)",063-722-1122,2023-06-30,126.9658517,35.9611548
익수약국,81,약국,340000,충남,340202,천안동남구,원성동,31126,"충청남도 천안시 동남구 원성4길 2, (원성동, 익수약국)",041-563-8313,2016-08-05,127.1619705,36.8066914
인계그린약국,81,약국,310000,경기,310603,수원팔달구,인계동,16490,"경기도 수원시 팔달구 권광로 181, 씨네파크 123호 (인계동)",031-232-8802,2024-05-09,127.0321950,37.2637736
인계백화점약국,81,약국,310000,경기,310603,수원팔달구,인계동,16489,"경기도 수원시 팔달구 인계로108번길 31, 107,108,109호 (인계동)",031-239-7774,2025-01-24,127.0292276,37.2663381
인계햇살약국,81,약국,310000,경기,310603,수원팔달구,인계동,16474,"경기도 수원시 팔달구 인계로 53, 1층 (인계동)",070-4134-2935,2013-12-09,127.0237324,37.2695156
인과원약국,81,약국,250000,대전,250003,대전서구,갈마동,35281,"대전광역시 서구 신갈마로 120, (갈마동)",042-527-0072,2000-05-02,127.3687722,36.3442184
인과원약국,81,약국,370000,경북,371000,경산시,옥산동,38680,"경상북도 경산시 성암로 42, (옥산동)",053-817-9911,2005-11-01,128.7223280,35.8227741
인덕그린프라자약국,81,약국,310000,경기,310702,안양동안구,관양동,13951,"경기도 안양시 동안구 관악대로 488, 114호 (관양동, 창덕에버빌)",031-425-9293,2006-05-01,126.9753778,37.4022586
인덕약국,81,약국,110000,서울,110022,노원구,월계동,01905,"서울특별시 노원구 월계로 370, (월계동, 희성프라자 105호)",02-993-6250,1992-05-19,127.0609491,37.6310464
인덕약국,81,약국,310000,경기,311000,구리시,토평동,11945,"경기도 구리시 벌말로 200, 새롬프라자10차 1층 101호 (토평동)",031-566-9111,2010-05-06,127.1510081,37.5940371
인덕약국,81,약국,230000,대구,230003,대구북구,구암동,41465,"대구광역시 북구 팔거천동로 36, 1층 (구암동)",053-323-5044,2017-03-31,128.5526811,35.9279704
인삼당약국,81,약국,340000,충남,340700,논산시,강경읍,32930,"충청남도 논산시 강경읍 대흥로 27, (강경읍)",041-745-5757,2017-01-16,127.0134282,36.1561521
인삼당약국,81,약국,350000,전북,350008,완주군,소양면,55356,"전북특별자치도 완주군 소양면 소양로 204, (소양면)",063-244-0051,2007-09-21,127.2305489,35.8547989
인삼당한약국,81,약국,340000,충남,340700,논산시,취암동,32974,"충청남도 논산시 중앙로410번길 13-12, 1층 (취암동)",041-733-2989,2005-06-07,127.0890764,36.2021761
인삼약국,81,약국,350000,전북,350402,전주덕진구,금암동,54931,"전북특별자치도 전주시 덕진구 조경단로 5, (금암동)",063-252-8822,1988-06-11,127.1359417,35.8352491
인생 약국,81,약국,310000,경기,311500,남양주시,수동면,12031,"경기도 남양주시 수동면 남가로 1588-1, (수동면)",,2022-07-15,127.3337065,37.6969110
인생약국,81,약국,410000,세종시,410000,세종시,나성동,30128,"세종특별자치시 나성북로 30, 퍼스트원 542호 (나성동)",044-864-3713,2021-11-04,127.2602452,36.4890738
인생약국,81,약국,310000,경기,312400,안성시,죽산면,17519,"경기도 안성시 죽산면 죽주로 256, (죽산면)",031-676-6053,2014-06-16,127.4237146,37.0750166
인선약국,81,약국,110000,서울,110001,강남구,논현동,06055,"서울특별시 강남구 선릉로 755, 1층 (논현동)",02-542-1954,1973-09-25,127.0391948,37.5220267
인성당약국,81,약국,340000,충남,340009,서천군,장항읍,33674,"충청남도 서천군 장항읍 장항로 189, (장항읍)",041-956-8890,2010-09-16,126.6985800,36.0111035
인성약국,81,약국,110000,서울,110005,구로구,오류동,08342,"서울특별시 구로구 오류로 73, 1층 (오류동)",,2024-05-07,,
인성약국,81,약국,340000,충남,340016,태안군,안면읍,32164,"충청남도 태안군 안면읍 구억말길 35, (안면읍)",041-673-1616,2006-12-26,126.3456192,36.5184571
인성약국,81,약국,310000,경기,310100,광명시,광명동,14219,"경기도 광명시 광명로928번길 11-1, 1층 (광명동)",02-2686-2059,1992-10-07,126.8565722,37.4812754
인성약국,81,약국,110000,서울,110016,종로구,무악동,03030,"서울특별시 종로구 통일로 250, (무악동)",02-363-8311,2008-07-30,126.9579560,37.5747345
인성약국,81,약국,360000,전남,360700,광양시,광영동,57715,"전라남도 광양시 광영로 44-1, (광영동)",061-792-9919,2011-01-31,127.7240409,34.9621924
인성약국,81,약국,230000,대구,230002,대구동구,신서동,41087,"대구광역시 동구 금강로 17, (신서동,1층)",053-965-3568,2012-04-16,128.7249083,35.8664963
인성약국,81,약국,370000,경북,370701,포항남구,해도동,37808,"경상북도 포항시 남구 중앙로 102, (해도동)",054-282-5006,2008-06-19,129.3689818,36.0223354
인소망약국,81,약국,220000,인천,220001,인천미추홀구,숭의동,22161,"인천광역시 미추홀구 미추로 52, (숭의동)",02-873-7426,2013-09-17,126.6462466,37.4645971
인수당건재약국,81,약국,390000,제주,390200,제주시,이도일동,63192,"제주특별자치도 제주시 관덕로 54-2, (이도일동)",064-722-2262,1970-08-29,126.5251742,33.5129538
인수당약국,81,약국,110000,서울,110004,관악구,봉천동,08796,"서울특별시 관악구 인헌17길 3, (봉천동)",02-877-8835,2004-03-16,126.9680584,37.4705603
인수약국,81,약국,110000,서울,110024,강북구,수유동,01094,"서울특별시 강북구 덕릉로 17, 1층 (수유동)",02-993-7378,1988-01-20,127.0155400,37.6341305
인아온누리약국,81,약국,220000,인천,220006,인천남동구,구월동,21573,"인천광역시 남동구 인주대로604번길 46, 101,102호 (구월동)",032-424-1128,2024-12-27,,
인암종로약국,81,약국,220000,인천,220001,인천미추홀구,도화동,22116,"인천광역시 미추홀구 석정로 327, (도화동)",032-875-0509,1998-11-04,126.6718454,37.4679571
인애약국,81,약국,240000,광주,240004,광주광산구,쌍암동,62274,"광주광역시 광산구 첨단중앙로182번길 16, (쌍암동)",062-974-2060,2004-01-05,126.8430400,35.2217265
인애약국,81,약국,110000,서울,110007,동대문구,휘경동,02434,"서울특별시 동대문구 휘경로 60, 101동 상가동 104호 (휘경동, 휘경SK VIEW 아파트)",02-962-7273,2020-09-23,127.0660879,37.5936319
인애약국,81,약국,360000,전남,360002,고흥군,동강면,59502,"전라남도 고흥군 동강면 고흥로 4261, (동강면)",061-833-2060,2003-12-08,127.3332239,34.7798157
인애약국,81,약국,230000,대구,230002,대구동구,신암동,41198,"대구광역시 동구 아양로 51-1, (신암동)",053-956-1557,2006-01-02,128.6197414,35.8824888
인앤아웃약국,81,약국,110000,서울,110016,종로구,종로1가,03157,"서울특별시 종로구 종로 19, 421호 (종로1가)",02-2075-7505,2015-02-09,126.9798606,37.5708345
인약국,81,약국,250000,대전,250005,대전중구,태평동,34885,"대전광역시 중구 태평로 71, 408호 (태평동, 삼부프라자)",042-525-3368,2017-05-29,127.3935356,36.3234125
인약국,81,약국,360000,전남,360500,여수시,학동,59677,"전라남도 여수시 학동1길 26, (학동)",061-654-4027,2016-03-03,127.6640255,34.7658509
인영약국,81,약국,220000,인천,220001,인천미추홀구,주안동,22227,"인천광역시 미추홀구 인하로 301-1, (주안동)",032-429-7561,1995-11-29,126.6817670,37.4481331
인영약국,81,약국,310000,경기,311102,안산상록구,본오동,15551,"경기도 안산시 상록구 석호로 312, (본오동)",031-417-3005,2002-12-21,126.8652461,37.2932836
인영약국,81,약국,110000,서울,110007,동대문구,용두동,02566,"서울특별시 동대문구 왕산로 118, (용두동)",02-966-5225,1975-01-16,127.0363528,37.5779814
인영온누리약국,81,약국,310000,경기,311200,평택시,평택동,17909,"경기도 평택시 평택2로20번길 4, (평택동)",031-655-0956,1998-03-18,127.0886264,36.9928926
인왕약국,81,약국,110000,서울,110010,서대문구,홍제동,03628,"서울특별시 서대문구 인왕시장길 24, 1층 1,2,21호 (홍제동)",02-379-6154,2021-03-02,126.9433386,37.5912207
인우약국,81,약국,110000,서울,110017,중구,중림동,04506,"서울특별시 중구 중림로 21, (중림동)",02-392-7291,1985-11-07,126.9660277,37.5589283
인원약국,81,약국,110000,서울,110014,용산구,용산동2가,04328,"서울특별시 용산구 신흥로20길 5, (용산동2가)",02-774-4035,2002-05-03,126.9849580,37.5460429
인월백제약국,81,약국,350000,전북,350200,남원시,인월면,55715,"전북특별자치도 남원시 인월면 인월로 68, (인월건강한약국)",063-636-0664,2016-05-23,127.6025485,35.4609874
인월약국,81,약국,350000,전북,350200,남원시,인월면,55715,"전북특별자치도 남원시 인월면 인월북2길 19, (인월면)",063-632-1199,2009-04-01,127.6036554,35.4616823
인의당약국,81,약국,360000,전남,360014,영광군,법성면,57011,"전라남도 영광군 법성면 연우로 6, (법성면)",061-356-4200,1989-05-10,126.4442073,35.3624928
인일약국,81,약국,220000,인천,220004,인천중구,항동7가,22348,"인천광역시 중구 연안부두로 9, (항동7가)",032-883-9919,1978-04-24,126.6047049,37.4565314
인일약국,81,약국,220000,인천,220002,인천동구,송림동,22561,"인천광역시 동구 금곡로82번길 14, 솜림동동 1층 (송림동)",032-763-0044,1967-04-26,126.6443903,37.4726667
인재당온누리약국,81,약국,330000,충북,330102,청주흥덕구,가경동,28393,"충청북도 청주시 흥덕구 가경로 163, (가경동)",043-232-1102,1993-01-14,127.4363043,36.6293185
인정약국,81,약국,310000,경기,311903,고양일산동구,마두동,10412,"경기도 고양시 일산동구 정발산로196번길 7-25, (마두동)",031-905-9050,1995-11-27,126.7885444,37.6635986
인정약국,81,약국,310000,경기,310800,의정부시,녹양동,11612,"경기도 의정부시 비우로 69, (녹양동)",031-874-0541,1998-05-30,127.0346280,37.7583212
인정온누리약국,81,약국,110000,서울,110025,금천구,독산동,08599,"서울특별시 금천구 한내로 62, 상가동 1층 1010호 (독산동, 한신아파트)",02-804-9649,2025-02-04,126.8897219,37.4558526
인정온누리약국,81,약국,110000,서울,110012,성북구,삼선동1가,02865,"서울특별시 성북구 삼선교로 14, (삼선동1가)",02-766-6733,2005-12-05,127.0073805,37.5875508
인정온누리약국,81,약국,110000,서울,110023,광진구,자양동,05060,"서울특별시 광진구 뚝섬로 655, (자양동)",457-5167,1984-03-30,127.0823344,37.5315905
인제당약국,81,약국,250000,대전,250005,대전중구,문화동,35019,"대전광역시 중구 과례로39번길 16, (문화동)",042-522-1551,2002-09-10,127.4108545,36.3120960
인제약국,81,약국,370000,경북,370600,영천시,완산동,38894,"경상북도 영천시 완산3길 12, (완산동)",338-3330,2006-12-21,,
인제약국,81,약국,360000,전남,360014,영광군,영광읍,57043,"전라남도 영광군 영광읍 신남로 186, (영광읍)",061-351-2435,1980-10-15,126.5024455,35.2757985
인제약국,81,약국,390000,제주,390200,제주시,일도이동,63275,"제주특별자치도 제주시 동광로 108-1, (일도이동)",064-724-7276,2014-06-24,126.5391389,33.5060471
인제약국,81,약국,310000,경기,310100,광명시,소하동,14314,"경기도 광명시 금하로 525, 1층 (소하동)",02-2612-8150,1994-12-23,126.8903267,37.4512641
인제약국,81,약국,110000,서울,110004,관악구,신림동,08846,"서울특별시 관악구 원신2길 17, 인제약국 (신림동)",02-877-8597,1968-08-09,126.9327429,37.4711360
인제약국,81,약국,110000,서울,110016,종로구,종로4가,03195,"서울특별시 종로구 종로 194, (종로4가)",02-2266-4312,2010-02-23,126.9991693,37.5706339
인제약국,81,약국,310000,경기,310602,수원장안구,연무동,16220,"경기도 수원시 장안구 월드컵로428번길 35, (연무동)",031-243-7158,1987-11-26,127.0265688,37.2950658
인제약국,81,약국,110000,서울,110019,중랑구,상봉동,02121,"서울특별시 중랑구 망우로 214, 1층 (상봉동)",02-434-6870,2002-01-28,127.0766509,37.5937570
인제약국,81,약국,370000,경북,370900,상주시,남성동,37199,"경상북도 상주시 상서문로 59, (남성동)",054-532-0035,2000-10-10,128.1558626,36.4152316
인제약국,81,약국,370000,경북,370002,고령군,대가야읍,40137,"경상북도 고령군 대가야읍 시장길 6, (대가야읍)",054-954-2675,2019-01-14,128.2682127,35.7293503
인제약국,81,약국,370000,경북,370200,구미시,옥계동,39179,"경상북도 구미시 흥안로 19, (옥계동)",054-471-7500,2013-06-07,128.4163311,36.1469371
인제약국,81,약국,230000,대구,230100,대구달성군,화원읍,42962,"대구광역시 달성군 화원읍 비슬로 2574, (화원읍)",053-633-1027,2018-12-21,128.4983460,35.8032185
인제약국,81,약국,230000,대구,230005,대구수성구,중동,42154,"대구광역시 수성구 청수로 27-5, (중동)",053-766-7124,2003-05-09,128.6112758,35.8410743
인제약국,81,약국,380000,경남,380100,김해시,어방동,50819,"경상남도 김해시 인제로 174-1, (어방동)",055-321-6339,1998-09-10,128.9041871,35.2442113
인제약국,81,약국,210000,부산,210011,부산금정구,금성동,46237,"부산광역시 금정구 산성로 438, 1층 (금성동)",051-333-7334,2017-02-17,129.0549249,35.2508308
인제약국,81,약국,210000,부산,210013,부산연제구,거제동,47525,"부산광역시 연제구 월드컵대로 241, 1층 (거제동)",051-502-9226,1986-01-17,129.0706819,35.1897936
인제약국,81,약국,210000,부산,210009,부산해운대구,반송동,48004,"부산광역시 해운대구 반송로892번길 5, (반송동)",051-544-4949,2006-03-28,129.1518260,35.2308829
인제온누리약국,81,약국,210000,부산,210009,부산해운대구,좌동,48108,"부산광역시 해운대구 좌동순환로249번길 21, 103호 (좌동, IS프라자)",051-701-1261,2010-03-02,129.1818111,35.1743048
인제조은약국,81,약국,310000,경기,311902,고양일산서구,대화동,10383,"경기도 고양시 일산서구 호수로856번길 73-2, 1층 (대화동)",031-915-2400,2017-03-17,126.7498322,37.6737550
인주민약국,81,약국,340000,충남,340500,아산시,인주면,31436,"충청남도 아산시 인주면 현대로 1298, (민약국)",041-533-0238,2016-09-20,126.8852613,36.8692820
인지약국,81,약국,310000,경기,312400,안성시,인지동,17592,"경기도 안성시 안성맞춤대로 1028, 1층 (인지동)",031-674-2004,2010-01-08,127.2690577,37.0051857
인지온누리약국,81,약국,110000,서울,110020,양천구,신정동,07938,"서울특별시 양천구 신정중앙로 107, (신정동)",02-2649-4461,1988-11-08,126.8637110,37.5264384
인진약국,81,약국,310000,경기,310702,안양동안구,호계동,14109,"경기도 안양시 동안구 경수대로570번길 9, (호계동)",031-454-9819,1998-01-07,126.9582275,37.3739593
인창온누리약국,81,약국,310000,경기,311000,구리시,인창동,11918,"경기도 구리시 건원대로 91, (인창동, 중앙빌딩)",031-552-1616,1996-01-31,127.1382395,37.6090687
인천굿모닝약국,81,약국,220000,인천,220006,인천남동구,만수동,21594,"인천광역시 남동구 장승남로 37, 1층 (만수동, 스카이프라자)",471-5134,2012-12-03,126.7364180,37.4436499
인천메디칼약국,81,약국,220000,인천,220006,인천남동구,구월동,21574,"인천광역시 남동구 인하로 497-5, 103호 (구월동, 푸른세상안과)",032-426-7911,2013-12-16,126.7015922,37.4436053
인천세중온누리약국,81,약국,220000,인천,220008,인천계양구,작전동,21079,"인천광역시 계양구 계양문화로 19, 우성프라자 104~107호 (작전동)",032-548-7770,2018-11-19,126.7359803,37.5324638
인천시민약국,81,약국,220000,인천,220008,인천계양구,계산동,21049,"인천광역시 계양구 계양대로 206, (계산동)",070-4045-8275,2008-06-02,126.7230400,37.5423768
인천아라약국,81,약국,220000,인천,220005,인천서구,당하동,22869,"인천광역시 서구 서로3로 104, 신화프라자 102호 (당하동)",032-565-1513,2023-09-22,,
인천약국,81,약국,220000,인천,220004,인천중구,인현동,22316,"인천광역시 중구 홍예문로98번길 7, (인현동)",032-772-8677,1982-01-12,126.6304593,37.4761640
인천약국,81,약국,220000,인천,220002,인천동구,송림동,22534,"인천광역시 동구 샛골로 212, (송림동)",032-766-2879,2019-07-01,126.6461076,37.4815574
인천우리약국,81,약국,220000,인천,220008,인천계양구,효성동,21096,"인천광역시 계양구 봉오대로 613, 102호 (효성동)",032-555-7377,2024-06-21,126.7171160,37.5307918
인천제일큰약국,81,약국,220000,인천,220008,인천계양구,계산동,21058,"인천광역시 계양구 장제로 789, 1층 (계산동)",032-543-5433,2024-05-16,126.7341116,37.5384276
인천터미널약국,81,약국,220000,인천,220001,인천미추홀구,관교동,22242,"인천광역시 미추홀구 연남로 35, (관교동,인천터미널 1층)",032-432-0231,2009-02-05,126.7015186,37.4425062
인촌약국,81,약국,210000,부산,210003,부산동래구,수안동,47877,"부산광역시 동래구 충렬대로 248, (수안동)",051-558-5088,2013-07-01,129.0862300,35.2010244
인춘당약국,81,약국,380000,경남,380005,남해군,삼동면,52444,"경상남도 남해군 삼동면 동부대로1876번길 21, (삼동면)",055-863-0275,2023-12-21,128.0021477,34.8313682
인평약국,81,약국,380000,경남,380800,통영시,인평동,53064,"경상남도 통영시 평인일주로 66, (인평동)",055-641-1140,2013-01-02,128.3978252,34.8406350
인하사랑약국,81,약국,220000,인천,220001,인천미추홀구,용현동,22207,"인천광역시 미추홀구 인하로77번길 6, (용현동)",032-872-9094,2017-10-25,126.6572172,37.4513449
인하스카이뷰약국,81,약국,220000,인천,220001,인천미추홀구,용현동,22188,"인천광역시 미추홀구 독배로317번길 29, 컬러프라자 101호 (용현동)",032-710-3863,2022-02-17,126.6468506,37.4477848
인하정문약국,81,약국,220000,인천,220004,인천중구,신흥동3가,22333,"인천광역시 중구 인항로 42, 신영상가 104호 (신흥동3가)",032-888-7548,2021-11-10,126.6348013,37.4569554
인하후문약국,81,약국,220000,인천,220001,인천미추홀구,용현동,22207,"인천광역시 미추홀구 인하로 73-1, 1층 우측호 (용현동)",032-225-0103,2023-02-27,126.6565976,37.4514377
인해약국,81,약국,240000,광주,240005,광주남구,주월동,61697,"광주광역시 남구 서문대로 834, (주월동, 인애약국)",062-652-2687,2015-11-02,126.9013543,35.1325694
인헌연세약국,81,약국,110000,서울,110004,관악구,봉천동,08793,"서울특별시 관악구 인헌길 12, 1층 (봉천동)",02-877-4123,2020-12-28,126.9668144,37.4751310
인헌온누리약국,81,약국,110000,서울,110004,관악구,봉천동,08795,"서울특별시 관악구 인헌길 35, 영빌딩 1층 (봉천동)",877-3870,2018-11-01,126.9669416,37.4738812
인현약국,81,약국,110000,서울,110012,성북구,장위동,02754,"서울특별시 성북구 돌곶이로41길 33, (장위동)",02-918-7353,1980-05-10,127.0463814,37.6176031
인혜약국,81,약국,220000,인천,220002,인천동구,만석동,22505,"인천광역시 동구 화도진로 187, 201호 (만석동, 만석비치타운주공아파트상가)",032-773-8085,2003-07-04,126.6213027,37.4856808
인혜약국,81,약국,110000,서울,110009,마포구,공덕동,04214,"서울특별시 마포구 만리재로 15, 310,311호 (공덕동, 제일빌딩)",02-702-2150,2000-08-21,126.9527595,37.5445786
인화당약국,81,약국,340000,충남,340012,예산군,예산읍,32435,"충청남도 예산군 예산읍 예산로 179, 1층 106호",041-337-5080,2015-09-01,126.8447330,36.6789961
인화당약국,81,약국,310000,경기,311200,평택시,서정동,17779,"경기도 평택시 정암로 17, (서정동)",031-664-8818,1992-12-04,127.0556986,37.0572482
인화약국,81,약국,360000,전남,360015,영암군,시종면,58427,"전라남도 영암군 시종면 쌍구길 15-1, (시종면)",061-472-8012,2010-05-28,126.6080234,34.8682336
인화약국,81,약국,310000,경기,310701,안양만안구,안양동,13998,"경기도 안양시 만안구 장내로 86, 2층 (안양동)",031-449-3779,1982-11-18,126.9182955,37.3950414
인화약국,81,약국,110000,서울,110009,마포구,신수동,04088,"서울특별시 마포구 토정로 219, (신수동)",02-715-8602,2016-07-07,126.9353102,37.5450070
인화약국,81,약국,110000,서울,110008,동작구,노량진동,06914,"서울특별시 동작구 만양로 84, 102,103호 (노량진동, 삼익주상복합상가)",02-826-9848,2010-10-15,126.9450362,37.5109209
인화약국,81,약국,310000,경기,310601,수원권선구,권선동,16568,"경기도 수원시 권선구 권광로 77, 102호 (권선동)",031-222-7979,2011-03-03,127.0290176,37.2549864
인화약국,81,약국,250000,대전,250003,대전서구,도마동,35334,"대전광역시 서구 도솔로 68, (도마동)",042-523-1343,2008-03-13,127.3735786,36.3166575
인화약국,81,약국,330000,충북,330104,청주서원구,개신동,28668,"충청북도 청주시 서원구 모충로12번길 9-13, 1층 5호 (개신동, 한사랑아파트)",043-263-3770,1988-09-29,127.4664126,36.6247240
인화약국,81,약국,230000,대구,230003,대구북구,매천동,41487,"대구광역시 북구  매전로 14, 1층 (매천동)",053-312-7827,1975-08-07,128.5435613,35.9084704
인화약국,81,약국,380000,경남,380705,창원성산구,남양동,51484,"경상남도 창원시 성산구 대암로 40-14, (남양동, 동양람세스빌딩)",055-282-7889,2012-08-01,128.7008366,35.2136971
인화약국,81,약국,210000,부산,210100,부산기장군,정관읍,46022,"부산광역시 기장군 정관읍 정관덕산길 36, (예림전기조명)",051-728-5520,1993-01-21,129.1834815,35.3225439
인화온누리약국,81,약국,390000,제주,390200,제주시,일도이동,63275,"제주특별자치도 제주시 동광로 110, (일도이동)",064-724-7272,2014-06-24,126.5392443,33.5061273
인후종로약국,81,약국,350000,전북,350402,전주덕진구,인후동1가,55018,"전북특별자치도 전주시 덕진구 무삼지로 80, 이태관내과 1층 (인후동1가)",063-241-3538,2019-07-01,127.1631656,35.8326375
인후해맑은약국,81,약국,350000,전북,350402,전주덕진구,인후동2가,54906,"전북특별자치도 전주시 덕진구 견훤로 405, (인후동2가)",063-241-8881,2015-05-18,127.1520284,35.8471516
일가약국,81,약국,310000,경기,310401,성남수정구,신흥동,13351,"경기도 성남시 수정구 산성대로283번길 11, (신흥동)",031-741-2935,1980-05-19,127.1477128,37.4423140
일곡베스트약국,81,약국,240000,광주,240002,광주북구,일곡동,61040,"광주광역시 북구 설죽로 513, (일곡동)",062-571-0900,2015-09-01,126.8975376,35.2048405
일곡열린약국,81,약국,240000,광주,240002,광주북구,일곡동,61040,"광주광역시 북구 양일로 313, 1층 (일곡동)",062-571-4626,2019-07-05,126.8978608,35.2028585
일곡온누리약국,81,약국,240000,광주,240002,광주북구,일곡동,61041,"광주광역시 북구 설죽로 502, 일곡온누리약국 (일곡동)",062-571-7608,2022-01-06,126.8985205,35.2039946
일곡우리약국,81,약국,240000,광주,240002,광주북구,일곡동,61040,"광주광역시 북구 설죽로 495, (일곡동)",062-573-7578,2004-11-18,126.8981217,35.2033618
일곡행복약국,81,약국,240000,광주,240002,광주북구,일곡동,61040,"광주광역시 북구 설죽로 495-10, 1층 (일곡동)",062-571-0606,2019-07-05,126.8973759,35.2031959
일곱빛약국,81,약국,310000,경기,312003,용인처인구,모현읍,17035,"경기도 용인시 처인구 모현면 백옥대로 2410, (모현읍)",031-334-2577,2015-03-30,127.2502904,37.3386054
일광약국,81,약국,110000,서울,110004,관악구,신림동,08705,"서울특별시 관악구 신사로20길 52, 1층 (신림동)",02-855-3659,1985-05-11,126.9175699,37.4868875
일광약국,81,약국,370000,경북,370200,구미시,선산읍,39126,"경상북도 구미시 선산읍 남문로2길 12, 12",054-481-1426,1990-08-11,128.3026825,36.2398692
일광역프라자약국,81,약국,210000,부산,210100,부산기장군,일광읍,46044,"부산광역시 기장군 일광면 해송4로 17, 101호",051-723-3252,2022-02-21,129.2313798,35.2668406
일광온누리약국,81,약국,220000,인천,220003,인천부평구,부평동,21392,"인천광역시 부평구 부평문화로 97, 1층 일부호 (부평동)",032-503-1768,1964-06-01,126.7271311,37.4944237
일동약국,81,약국,350000,전북,350401,전주완산구,중화산동1가,55046,"전북특별자치도 전주시 완산구 서원로 360, (중화산동1가)",063-288-3211,2018-06-07,127.1333979,35.8134998
일동약국,81,약국,210000,부산,210001,부산남구,대연동,48445,"부산광역시 남구 수영로 209, (대연동)",051-612-0551,2006-12-04,129.0892907,35.1353584
일동중앙약국,81,약국,310000,경기,311102,안산상록구,일동,15324,"경기도 안산시 상록구 구룡로 15, (일동)",031-419-3900,1998-11-14,126.8673787,37.3119876
일동한미약국,81,약국,310000,경기,312800,포천시,일동면,11117,"경기도 포천시 일동면 화동로 1076-1, 1076",031-535-2363,1997-09-20,127.3189465,37.9592254
일동희보약국,81,약국,210000,부산,210003,부산동래구,사직동,47859,"부산광역시 동래구 사직북로 24, (사직동)",051-502-6708,2012-09-03,129.0605403,35.1979788
일등365약국,81,약국,310000,경기,311101,안산단원구,선부동,15220,"경기도 안산시 단원구 선이로 20, 1층 102호( 내부적)호 (선부동)",031-483-1442,2019-07-04,126.8028216,37.3426934
일등메디칼약국,81,약국,220000,인천,220006,인천남동구,논현동,21653,"인천광역시 남동구 청능대로 581, 103호 (논현동, 광성프라자)",434-1188,2010-08-12,126.7235904,37.4012832
일등약국,81,약국,340000,충남,340600,서산시,동문동,31981,"충청남도 서산시 안견로 194, (동문동)",041-664-4000,1999-10-14,126.4590821,36.7812113
일등약국,81,약국,340000,충남,340400,보령시,웅천읍,33520,"충청남도 보령시 웅천읍 장터중앙길 150, (웅천읍)",041-934-9889,2011-01-26,126.5992916,36.2339495
